Statement,True,False
"Says the states new collective bargaining law effectively eliminates police unions ability to negotiate. The first (state) budget that came out of our Republican leadership slashed funding to Planned Parenthood...It resulted in the reduction of hours, the elimination of days, elimination of access to women in my city and all over my state.",1.0,0.0
(President Barack Obama) said unemployment was never gonna go over 8 percent if we passed the stimulus plan. Says Obama promised unemployment would never go above 8 percent.,0.0,1.0
The director of the FBI said that we cannot properly vet people coming from the Middle East. The head of the FBI has told Congress they cannot vet those (Syrian) refugees.,0.0,1.0
"SaysPresident Obama and his allies in Congress gave power to control Medicare patients health care decisions to a commission of 15 unelected bureaucrats in Washington. In the Patient Protection and Affordable Care Act, it was the Democrats who cut $500 billion from Medicare. And they also put in place the Independent Payment Advisory Board, 15 unelected bureaucrats, which will be making decisions about health care for our seniors and for all Americans.",0.0,1.0
"If you look at Latino kids between 17 and 20 who graduated high school, 36 percent of them are unemployed or underemployed African-American kids are unemployed or underemployed to the tune of 51 percent. Our real unemployment is anywhere from 18 to 20 percent. Dont believe the 5.6. Dont believe it.",0.5,0.5
Says under the Romney-Ryan budget ... the American Opportunity Tax Credit for college tuition would be eliminated. Says U.S. Rep. Paul Ryans budget proposal eliminates Medicare in 10 years.,0.5,0.5
"""I don't take a dime of PAC money."". ""I'm not taking any corporate PAC money."".",1.0,0.0
"""In the ‘old days' if you were president and you had a good economy, you were basically immune from criticism."". I am very proud that over my almost 30 years of public service I have had no scandals.",0.5,0.5
Austin is the largest city in the U.S. or Texas with no geographic representation on its city council. Says Austin is the largest city in the U.S. without nonstop flights to Europe.,0.5,0.5
Says Congressmen Paul Ryan and Todd Akin co-sponsored legislation to limit federal funding for abortion to victims of forcible rape. Says Scott Brown co-sponsored legislationto let employers deny women coverage formammograms.,0.5,0.5
"300,000 Floridians will lose their current health plans because of Obamacare, a plan Alex Sink supports. 47 million people have lost their insurance in 32 states due to Obamacare.",0.5,0.5
"Horse racing could boost Georgias economy by $1 billion a year and create 10,000 to 20,000 jobs. [T]he Georgia Dome has returned $10 billion in economic impact to the state of Georgia.",0.0,1.0
"Florida shelled out more money for drug testing than it saved by denying welfare benefits to people who tested positive for drugs. Under Obama, home values in Florida collapsed, construction jobs were lost and the state had a high foreclosure rate.",0.5,0.5
"Says Leah Vukmir ""claimed the open records law didn't apply to her, got sued, lost and cost taxpayers $15,000 in legal fees."". Says people shouldn't make birthday donations on Facebook because the organization can claim the donation as a tax write-off, and only has to deliver 15% of the donation to the charity organization.",0.5,0.5
"The Dog Meat Festival in Yulin, China, threatens global public health. A simple review of the Backrooms health code records will reveal that the restaurant already has a long-standing problem with rodent infestations.",0.0,1.0
"""Richmond was one of the only cities in the state that did not (increase) their real estate tax to those pre-recession rates."". Says Virginia is the biggest state that does not have a major league sports team.",1.0,0.0
"Rep. Dan Donovan ""voted for Tax Cuts"". Harry Reid has voted to give special tax breaks to illegal aliens.",0.5,0.5
"The average (public school) teacher in Wisconsins making $89,000 a year in salary and benefits. In Wisconsin, teachers make $89,000 in salary and benefits, compared to $48,000 for all other workers in the United States.",0.0,1.0
Most folks wages havent gone up in over a decade. There has been no net global warming for over a decade now.,0.5,0.5
"Says that since he took office, there have been no large-scale attacks on the United States. ""In the ‘old days' if you were president and you had a good economy, you were basically immune from criticism."".",0.5,0.5
"Weve doubled the production of clean energy. ""We are now, very proudly, an exporter of energy to the world."".",0.5,0.5
"The ""boyfriend loophole"" means that ""if you commit a serious crime of domestic abuse against your wife, you can't get a gun, but if you do it against your girlfriend, you can."". I have something in common with my husband. He never carried caucuses either. He lost all of the ones that I've lost.",1.0,0.0
Our debt is already bigger than our economy. The national debt is larger than our entire annual economy.,1.0,0.0
"Almost every poll has shown that Sanders vs. Trump does a lot better than Clinton vs. Trump and, thats true nationally. The polling shows over and over again that, unlike Donald Trump, that with me as the nominee, we beat Hillary Clinton.",0.5,0.5
"Floridas high school graduation rate falls well below the national average. In Florida, we have the lowest in-state tuition of any state.",0.5,0.5
"""When @ScottWalker told firefighters we didn't need to worry about Act 10, we said hell no, we stand with working Wisconsinites everywhere."". A patch on law enforcement officers in Portland is for ""ZTI solutions, a PRIVATE contractor."".",0.0,1.0
"This past (legislative) session, we passed out of the Legislature a resolution requiring Congress to pass a balanced-budget amendment to the (U.S.) Constitution. Its been 4 and a half years since the United States Senate passed a budget.",0.5,0.5
"Under Obamacare, premiums have doubled and tripled in Wisconsin. Wisconsin is on pace to double the number of layoffs this year.",0.5,0.5
Says Texas is the only state that exempts jet fuel from its state motor fuels tax. Says only four Texas legislators voted against a law giving in-state tuition rates to certain illegal immigrants.,0.5,0.5
"Sanctuary cities such as Philadelphia refuse to cooperate with the federal government in locating suspected terrorists who are in their custody and are in the country illegally. Philadelphia is ""clouding the vote counting in a shroud of darkness."".",0.5,0.5
"Wisconsin has created just under 100,000 jobs since he took office. 95 percent of job creators say Wisconsin is headed in the right direction.",0.5,0.5
Barack Obama loves Che Guevara. Says Barack Obama was happily photographed holding a T-shirt with revolutionary Ernesto Che Guevaras face on it.,0.0,1.0
"Says ex-Minneapolis officer accused of killing George Floyd commits suicide in prison cell. ""Coroner saying George Floyd died of drug overdose, not police brutality."".",0.0,1.0
"Every year the average woman loses around $11,000 to the wage gap, which amounts to a $500,000 vagina tax over her working career. Says the federal stimulus program was ineffective because the number of jobs has actually decreased by 18,300 through July 2011.",1.0,0.0
"Between 2000 and 2006, health insurance company profits quadrupled. Between the year 2000 and 2006, (insurance) premiums in this country doubled.",1.0,0.0
A majority of the American people opposed the health care law when it was signed and still oppose it today. The latest Quinnipiac poll found that nearly six-in-ten Americans oppose ObamaCare -- 30% support the law and 57% oppose it.,1.0,0.0
"Signs letter saying Consumer Product Safety Commission is acting without consultation or input from the company to stop the sale of Buckyballs. The Consumer Financial Protection Bureau passed a rule giving the agency unprecedented power to shut down businesses, no matter what the reason, at any time it wishes.",0.0,1.0
"""George Floyd at his own funeral and George Floyd three days ago."". The death of George Floyd was a ""staged event."".",0.0,1.0
"Out of the total U.S. military budget, significantly less than 10 percent of that money is used to fight international terrorism. When I was born, less than 10 percent of the federal budget was entitlement spending Its now 60 percent of the budget.",0.5,0.5
"More than 40 percent of sales nationally are made without background checks. Al-Qaida operatives, have said, Hey, we want you to use this loophole (for purchasing guns despite being on a watch list) to attack and kill Americans.",1.0,0.0
General Motors is the largest corporation in the world again. Appalachian Power Company is making record profits.,0.0,1.0
"Says U.S. Rep. Ron Kinds stimulus cost taxpayers $278,000 per job. Says a new report proves the stimulus supported by N.J. Democrats cost $278,000 per job.",0.0,1.0
"Says George Floyd has ""hair in one shot but is bald in the shots of him laying on the ground."". The death of George Floyd was a ""staged event."".",0.0,1.0
"About half of the presidents have been governors; half of them, senators. ""Half the states in the U.S. have laws that criminalize criticism."".",0.0,1.0
"In his first TV interview as president, Obama said we should talk to Iran. President Barack Obama attended an Islamic madrassa.",0.5,0.5
"Says Barack Obama didnt keep his promise to have an immigration bill in his first year. We are dealing with an administration that, quite frankly, has shown a reluctance to enforce the immigration law.",1.0,0.0
"Under Pat McCrory, (North Carolina) has fallen to 41st in teacher pay. Says North Carolina's average teacher salary was at the national average ""back when I was in public school."".",0.0,1.0
"In Romneys first budget (in Massachusetts), he cut $248.7 million from K-12 education. Theyve seen employer-supported coverage increase in Massachusetts after this law (Romneycare) was implemented.",1.0,0.0
"Says in Katrina, they approved $60 billion within 10 days of the storm on a voice vote. Our community (Tampa Bay) is one of the 10 most threatened by the sea level rise in the world.",1.0,0.0
"Wisconsin has created just under 100,000 jobs since he took office. Says 94 percent of Wisconsin employers think the state is heading in the right direction and a majority say they will grow their companies in 2012.",0.5,0.5
"Betty Sutton gutted Medicare by $500 billion with her vote for the presidents health care bill. Obamacare cuts $500 billion in future Medicare funding in order to fund the new constitutionally questionable government mandate, even going so far as to scuttle Medicares most popular (and successful) part, Medicare Advantage.",0.5,0.5
"Welcome to Wisconsin road signs have always been made in Wisconsin,but Scott Walker is outsourcing themto an out-of-state company and paying more money for them. Says award-winning Milwaukee Public Schools teacher Megan Sampson was laid off because Gov. Scott Walker cut state aid to education.",0.0,1.0
A wide majority of NRA households ... supported this legislation on gun background checks. Says overwhelming majorities of Americans support gun legislation like background checks.,1.0,0.0
"Only 536 Georgians are signed up for Obamacare while 400,000 in the state lost their health insurance. Only 42 percent of young Georgians have a college certificate or degree, but soon 60 percent of jobs will require some college credential.",1.0,0.0
"""The DNC omitted ‘one nation under God' from the Pledge of Allegiance."". The Obama Administration wants to have soldiers and officers pledge a loyalty oath directly to the office of the President, and no longer to the Constitution.",0.0,1.0
"In contrast to how a Black man who was shot by police was treated, Kenosha police officers ""let an armed white supremacist walk right past them after shooting people."". The conviction rate is almost exactly the same for whites and blacks who commit murder.",0.5,0.5
"Marco Rubio made it clear: Not only does he think Donald Trump is a con man, hewent on to say he doesnt trust Donald Trump with the nuclear codes. On immigration reform, Marco Rubio all along has been saying, We have to have border security first and then he gets on Spanish TV, he ends up saying, No, no. That will never get in the way.",0.5,0.5
Says Barack Obama didnt keep his promise to have an immigration bill in his first year. Says he did not say Republicans would filibuster immigration reform.,0.5,0.5
"North Carolina's health department is ""telling hospitals that if they decide to do elective surgeries, they won't be eligible to receive (protective equipment) from the state."". Says the state ""health secretary says don't go to hospitals or clinics, now the tourism secretary says don't recreate."".",0.0,1.0
"Barack Obama is ""the only candidate who doesn't take a dime from oil company PACs or lobbyists."". Says the oil industry subsidies that President Barack Obama is attacking dont exist.",0.5,0.5
"The interest on the debt now is going to approach in the next couple of years ... what we spend in the national defense budget. The U.S. spends ""57 cents on the dollar on defense."".",0.5,0.5
"The United States has more of our people in prison than Russia, China, and North Korea combined. Says we allow more people into America legally than all other countries on the planet combined.",0.0,1.0
"Frank Guinta voted to make middle class taxpayers pay over a $1,000 more a year in taxes. Mitt Romney is proposing a tax plan that would give millionaires another tax break and raises taxes on middle class families by up to $2,000 a year.",0.5,0.5
"Says in Canada, the number of CT scan machines per 1,000 people is like one-tenth of what we have here in this country. Thats why people have to wait. The U.S.tax rate on successful small businesses is 44.6 percent, while the business tax rate in Canada is 15 percent.",0.5,0.5
The United States already has the highest corporate tax rate in the world. Says the United States has the highest corporate tax rate in the world.,1.0,0.0
I have not changed my position on the (gay) marriage amendment or anything else related to marriage. Says states not directly involved in the gay marriage lawsuits that reached the Supreme Court are not bound by the courts ruling.,0.5,0.5
"Canadian middle class incomes are now higher than in the United States. They are working fewer hours for more pay, living longer on average, and facing less income inequality. Says ""wealthy people in Canada donate to hospitals"" to get better health care treatment.",0.5,0.5
"Barbara Boxer voted to cut spending on Medicare benefits by $500 billion, cuts so costly to hospitals and nursing homes that they could stop taking Medicare altogether. Says $500 billion in Medicare cuts are coming.",0.0,1.0
"Republicans ""have shown themselves willing to cut millions off their health insurance and eliminate preexisting condition protections for millions more, even in the middle of this public health crisis."". The presidents health care proposals will cause most Americans to have their premiums increased, not decreased, and hundreds of millions of people lose their current insurance coverage.",0.5,0.5
"If Texas were a country our economy would rank # 10...in the WORLD. Says that in some Texas communities, our unemployment rate is still at 10 and 20 percent.",1.0,0.0
"""There is a big correlation between third grade reading level and whether you go to college or whether you go to prison. And in Florida right now only 56 percent of kids are coming out of third grade at third grade reading level."". Although we have twice the population of Greece, the state of Florida employs three times fewer government employees.",1.0,0.0
Says Christopher Little has a history of working against environmental protection by defending the worst types of corporate polluters. Not one penny of (Californias Prop 67) bag ban tax goes to the environment.,0.5,0.5
"Rudy Giuliani is ""probably the most underqualified man since George Bush to seek the presidency."". I was pretty proud of being the only guy on the stage that ever had a job in the private sector.",0.0,1.0
"Currently, we're at 36 percent of our children born out of wedlock. In the African-American community today, 68 percent of kids born are born out of wedlock.",1.0,0.0
Says Hillary Clinton wants to increase Syrian refugees to this country by 550 percent. SaysHillary (Clinton) wants to increase the number (of Syrian refugees) by 500 percent.,1.0,0.0
"There are more Hoosiers going to work than ever before. Today, there are more Hoosiers going to work than ever before in the 200-year history of the great state of Indiana.",1.0,0.0
"Under Mayor Angel Taveras Providences bond rating was downgraded from A to BBB, two steps above junk-bond status. When I was Mayor of South Pasadena, we actually reduced the property taxes we collected.",0.5,0.5
Ohio is doing better right now than the national average on all the (economic) numbers. Says unemployment in Ohio is significantly higher than the unemployment rate in states which are not forced union states and its always been that way.,0.5,0.5
"When it comes to being effective at creating jobs (Chris Christie has not had) a record of governing for effectiveness. ... Last year, New Jersey created no net new jobs. While (Chris Christie) talks about job creation, we dont see jobs being created in this state.",0.5,0.5
"Says Georgia ranks near the bottom in per capita transportation spending. Georgia spends in the top 10 nationally on education, yet, most of our education metrics hover in the bottom five.",1.0,0.0
Legislation being considered in Texas would strip the salaries and pensions of clerks who issue marriage licenses to same-sex couples even if the Supreme Court strikes down Texas marriage ban later this year. A Texas law says that you cant shoot bears out of the second floor of a window.,0.5,0.5
On expanding Medicaid as part of the health care law. On expanding Medicaid under the Affordable Care Act.,0.0,1.0
"""The CDC may have to stop calling COVID-19 an ‘epidemic' due to a remarkably low death rate."". ""In Chicago, Covid-19 actually LOWERED the death rate."".",0.0,1.0
"The Confederate battle flag at the South Carolina statehouse must fly at a height of 30 feet Any changes -- taken down, or even at half-staff, if that can be done -- must be passed by a supermajority of the General Assembly. The Confederate battle flag in South Carolina was first flown at the statehouse in 1961It was flown as a symbol of massive resistance to racial desegregation.",1.0,0.0
"Walking in the door (Sonia Sotomayor) would bring more experience on the bench, and more varied experience on the bench, than anyone currently serving on the United States Supreme Court had when they were appointed. No one questioned that she (Judge Sotomayor) was out of the mainstream.",0.5,0.5
Massachusetts has less than 1 percent of our kids that are uninsured. You (Gov. Perry) have a million kids uninsured in Texas. I think [a little] less than half of the people in our prisons are in there for less than a year. ... We have people who are check kiters and dont pay child support and we are locking them up in the state pen.,1.0,0.0
"Says MittRomneys tax plans would give an additional $250,000 tax cut to millionaires and billionaires while raising taxes on the middle class. Cal Cunningham ""voted for over $1 billion in new taxes."".",1.0,0.0
"The health care bill will subsidize families of four that make more than $80,000 a year. The health care bill will ""create 4 million jobs, 400,000 jobs almost immediately."".",1.0,0.0
Says Texas is dead last in support for mental health. Says Texas is last in workers compensation coverage.,1.0,0.0
We adopted the modern Social Security system at a time when the average person died before they were old enough to get Social Security. On protecting Social Security benefits and changing the retirement age.,0.5,0.5
More people have been put on food stamps by Barack Obama than any president in American history. President Barack Obama deserves to be called the most successful food stamp president in American history because 47 million Americans are on food stamps.,1.0,0.0
"Says Mitt Romney said he does not line up with the NRA. Mitt Romney did not endorse Ted Cruz, even though he said he is voting for Cruz and urged others to do likewise.",1.0,0.0
"Says Rick Scott changed his promise from700,000 jobs created on top of what normal growth would be to just 700,000 jobs. Studies suggest the 2017 College Football Playoff Championship game will bring about 1,700 to 1,800 full-time jobs.",0.5,0.5
"As a result of Chris Sununus vote against a Planned Parenthood contract, nearly 3,000 fewer women and families statewide accessed health care for birth control, cancer screenings and annual exams. In the past three years, state legislatures have enacted more of these restrictions (on abortion) than in the previous 10 years combined.",0.5,0.5
"You cant pass a budget in the Senate of the United States without 60 votes. ""They found 60 votes in the Senate in 2006 and 2013"" for immigration legislation, and ""each time the House Republican majority refused to take it up."".",0.5,0.5
"Says American polling shows Russian President Vladimir Putin has an 80 percent approval rating. ""A bounty of $80 MILLION has been placed on President Donald Trump's head by Iran as tensions between the country and the USA rise."".",0.5,0.5
"Says neither President Barack Obama nor Mexico President Felipe Calderon have been on the border to see whats happening to the citizens of Mexico, and for that matter the citizens of Texas. Texas is home to millions of Latinas, but the state has never elected a Latina to Congress.",1.0,0.0
"""U.S. government reports record tax haul after Trump tax cuts spur economic growth."". According to independent experts, Donald Trumps tax plan would blow up the debt by over $5 trillion and would in some instances disadvantage middle-class families compared to the wealthy.",0.5,0.5
Say Oregon Reps. Peter DeFazio and Earl Blumenauer are socialists who are openly serving in the U.S. Congress. Say Texas U.S. Reps. Eddie Bernice Johnson and Sheila Jackson Lee are among open Socialists in Congress.,0.0,1.0
"Say New Jersey Reps. Donald Payne and Frank Pallone are socialists who are openly serving in the U.S. Congress. U.S. Reps. Hank Johnson, John Lewis and other members of the Congressional Progressive Caucus are socialists who are openly serving in the U.S. Congress.",0.0,1.0
"Says he brought 1,200 jobs to Texas by moving his factories here from China. Says that we brought CHI Manufacturing, that had business in China, back to Texas.",0.5,0.5
"Says Marco Rubio went on Univision, and in Spanish he promised that he would not on the first day in office rescind President Obamas illegal executive action. Says Marco Rubio said that felons should not have their voting rights restored but that convicted felons should be allowed to own guns after they have done their time.",0.5,0.5
"Says that as president, Barack Obama has not gone to the Texas-Mexico border. Says President Barack Obama has not raised taxes.",0.0,1.0
Says Bill Young voted twice for the Ryan budget that ends the current Medicare system. Congressman Bill Young voted to cut taxes for millionaires and end your Medicare.,0.5,0.5
"Says many local governments in Wisconsin already require employees to pay 20 percent, 30 percent or even 40 percent of their health insurance premiums. Says many public-employee unions falsely told their Wisconsin members his budget-repair bill sought 12 percent to 13 percent of their incomes for health insurance premiums.",0.0,1.0
"Says 15,000 IRS employees have to be added to administer ObamaCare and look at the tax implications. Says the Internal Revenue Service estimated it must hire 16,500 agents at a cost of $10 billion to the taxpayer to enforce the federal health care overhaul.",0.0,1.0
Says 2012 was the first year in American history that more minorities are being born than people in the majority. The United States right now incarcerates more African-Americans as a percentage than apartheid South Africa did.,1.0,0.0
"Says ""John James supported Betsy DeVos' agenda to cut public school funding and put it into wealthy private schools instead."". Says Julie Parrish voted to divert $160 million from public schools to private for-profit schools.",0.0,1.0
"You have to be a citizen to vote, but with same-day voter registration, you have places where people just walk in and vote. 14 percent of noncitizens are registered to vote.",0.0,1.0
Mary Burke wasted 12.5 million dollars on a vacant lot in a move that could cost taxpayers nearly $25 million. Says Democratic gubernatorial candidate Mary Burke has proven on the Madison Board of Education that she supports raising taxes and spending.,0.5,0.5
"We went from losing 3 million jobs in the last six months of the Bush Administration, adding almost 600,000 private sector jobs in the first six months of the year. Says in the last six months of the Bush administration, the U.S. lost 3.5 million jobs, including 760,000 jobs during January 2009 alone.",1.0,0.0
The United states is borrowing more than 40 cents of every dollar we spend. Were borrowing 40 cents of every dollar we spend.,1.0,0.0
"Many dont know that Bill Young was once the minority leader in the Florida Senate...because he was the only Republican senator. Says ""only one other senator from either party over the last 25 years"" has ""a worse record on bipartisanship"" than Ted Cruz.",1.0,0.0
"Oregon schools receive millions of dollars per year in federal school lunch assistance and yet they are required to spend that money almost anywhere but Oregon. Says $1,100 of the tuition paid by every Oregon university student annually goes just to pay the costs of PERS.",1.0,0.0
"Says President Trump tweeted that he spoke with George Floyd's family and said they were ""honored"" to hear from him. Says John F. Kennedy Jr. said, ""If my dear friend Donald Trump ever decided to sacrifice his fabulous billionaire lifestyle to become president he would be an unstoppable force for ultimate justice that Democrats and Republicans alike would celebrate."".",0.0,1.0
"On the main GOP presidential debate:Not one candidate on the debate stage has military experience. Her opponent: zero times a judge, zero rulings, zero experience on the bench.",1.0,0.0
"According to the Congressional Budget Office, as many as 20 million Americans could lose their employer-based insurance thanks to Obamacare. Obamacare means that for up to 20 million Americans, they will lose the insurance they currently have, the insurance that they like and they want to keep.",0.5,0.5
"McCain got more money from Airbus' U.S. executives than any other politician. By declaring that Pluto was no longer a planet, the (International Astronomical Union) put into place a planetary definition that would have even declassified Earth as a planet if it existed as far from the sun as Pluto does.",1.0,0.0
"The United States has experienced 40 straight months of unemployment at 8 percent or higher. The U.S. unemployment rate has remained above 8 percent for 43 consecutive months, the longest stretch since the Great Depression.",1.0,0.0
"Texas has, now, the highest share of minimum-wage workers in the nation. ""There's more union jobs growing in Texas, which is a right-to-work state, than in Illinois, and factory workers make more money in Texas than they do in Illinois."".",1.0,0.0
Texas has a higher unemployment rate than neighboring states. More Texans have new jobs today than the entire population of Fort Worth.,1.0,0.0
"SaysPresident Obama is using executive actions to impose gun control on the nation, targeting the top-selling rifle in the country ... with a ban on one of the most-used assault rifle bullets. Obama Makes Huge Move to BAN Social Security Recipients From Owning Guns.",0.0,1.0
"Since 2008, we have cut 5,000 positions from Virginia public schools. Says last year the graduation rate for our combined six-district footprint jumped 5.5 percent.",1.0,0.0
"""When using a medical mask you're supposed to use… white side out (this is the filter part) for when you're not sick."". A CDC report found that ""people who wear masks, are actually ‘collecting' the virus in their masks."".",0.0,1.0
"If you are a member of union, your median weekly income is roughly $200 more than if you are a nonunion member, and that doesnt include benefits. Thats legal: If you find out about somebody elses salary even if youre doing exactly the same job, you can be retaliated against, including being fired, in most places.",0.5,0.5
"Obamacare medical device tax has led to the loss of thousands of jobs in U.S. Says her congressional district has 10,000 medical-device industry jobs and 1,000 will be lost because of health-care law tax.",0.5,0.5
"In voting by mail, ""hundreds of thousands of ballots have been rejected for defects and millions more end up missing or in landfills."". ""Fulton County numbers show massive duplicate ballots, rejected ballots, non-citizens trying to vote."".",0.0,1.0
"Every four minutes, another American home or business goes solar. We now have more jobs in solar than we do in oil.",0.5,0.5
"Says he hasnt changed his view on abortion restrictions. ""No, we do not have laws in place protecting babies who are born alive as the result of an abortion."".",0.0,1.0
"""While Phil Bredesen was in the governor's office, the number of Tennesseans on unemployment nearly doubled."". Seven out of the 10 states with the lowest unemployment rates (have) Republican governors That approach that Republicans are using is working.",1.0,0.0
The state [food stamp call center] program is administered from foreign shores. Claims credit for food tax reductions that previous Democrat regimes refused to make.,0.0,1.0
"The Bush administration has ""the Pentagon trying to take away the signing bonuses when a soldier gets wounded and ends up in the hospital, something that I'm working with a Republican senator to try to make sure never can happen again"". Obama voted ""to cut off funding for our American troops on the battlefield."".",0.5,0.5
The authors of a report on CIAs torture techniques never interviewed a single CIA official. Nobody suffered any lasting injuries from the CIA interrogation program.,0.5,0.5
"Says a Portland school gives Muslim students their own school provided prayer room, prayer rugs, and lets them out of class five times a day to pray to Allah. Students In Fla. High School Forced To Recite Islamic Prayer, Make Prayer Rugs.",0.0,1.0
"""The number of people who just got their voting rights restored in Florida is greater than the populations of Wyoming, Vermont, Alaska, North Dakota, South Dakota, Delaware, Rhode Island, Montana, Maine and New Hampshire."". In Florida, the number of voters who now register as other has grown by a million in the last 10 years. Compare that with the Democrats, who only grew by 300,000 and the Republicans who grew by just 200,000.",1.0,0.0
"""In states that have legalized (recreational marijuana), you see steady decreases in youth use if you do it right."". As for recreational marijuana revenue projections, ""we are seeing all those numbers reach disappointing levels in the states that have legalized. They're not meeting their targets for the most part."".",0.0,1.0
"Says if Congress doesnt avoid the sequester, tens of thousands of parents will have to scramble to find child care for their kids. Even after Obamacare is fully implemented, there still will be tens of millions of people not covered.",1.0,0.0
"Says the Obamas ""surrendered"" their law licenses to escape disciplinary action and charges. Barack Obama's plan gives a driver's license to any illegal who wants one.",0.0,1.0
"Two years ago we had the largest structural deficit ever in Wisconsin. Minnesotas advantage in economic growth has been having Republicans in charge of at least one part of government for all but two years, while Wisconsin Democrats for many years before 2011 controlled both legislative chambers and the governorship.",0.0,1.0
Says that Sherrod Brown is an Obama rubber stamp for supporting the job-killing cap and trade plan. Sherrod Brown sent billions of our tax dollars to foreign countries.,0.0,1.0
"""Right now 5% of Americans donate to candidates."". Abigail Spanberger and other Democrats ""voted to spend public funds on their political campaigns; up to $5 million..."".",1.0,0.0
Republicans fought to protect tax loopholes for corporations that send our jobs overseas. McCain supports tax breaks for companies that ship jobs overseas.,0.5,0.5
"Says Walmart is ""one of the largest sellers of assault-style weapons."". Says Walmart employees represent the largest group of Medicaid and food stamp recipients in many states, costing the taxpayer $1,000 per worker.",0.5,0.5
"Says a group estimates that the annual cost to Oregon taxpayers for government services to illegal aliens, after any income tax revenue from them, is $1 billion. Oregon families pay an extra $1,400 a year on higher insurance premiums to cover those who do not have insurance.",0.5,0.5
"Under New York's new abortion law, ""If the baby was born alive, they would just let the baby expire."". Schuyler VanValkenburg co-sponsored a bill that would have ""allowed abortion until the moment of birth."".",0.0,1.0
On offshore oil drilling. On oil drilling.,1.0,0.0
"Texas is growing twice as fast as the rest of the country. Says Texas unemployment is dire in various ways such as a doubling in the jobless rate during Rick Perrys governorship. Also, the Texas rate has increased faster than the national rate during Barack Obamas presidency.",1.0,0.0
Says a CNN anchor said that Hillary Clinton has gotten a free ride so far from the media. Were the biggest ones supporting her campaign. Says the Clintons burst through their own self-pronounced guidelines by acceptingforeign donations.There is a clip of Bill Clinton saying were not going to take foreign donations.,0.0,1.0
40% of Americans know someone who has been killed by a gun. Says the claim that 40 percent of guns are sold without background checks traces to information gathered before background checks were even required.,1.0,0.0
The presidents own advisers have said theres a war on coal. Claims Joe Biden said coal is more dangerous than terrorists.,0.0,1.0
"Says. Rep. Joe Barton, R-Texas, once said, Wind is a finite resource and harnessing it would slow the winds down, which would cause the temperature to go up. You dont have to be as smart as a fifth-grader to know what causes the climate is the sun. The sun. I have people tell me, Carbon dioxide warms the Earth. No, it doesnt. The sun warms the Earth.",0.0,1.0
Ann McLane Kuster is for a government takeover of health care more radical than Obamacare. And she supports a $700 billion cut to Medicare for current retirees. Says Hillary Clintons health care plan from the 1990s had a broader provision in favor of corporate right to back out of providing contraceptive coverage than the one created by the Hobby Lobby Supreme Court decision.,0.0,1.0
"""Bernie Sanders voted in favor of every war during his tenure."". Says Hillary Clinton voted for virtually every trade agreement that has cost the workers of this country millions of jobs.",0.5,0.5
The last three days of early voting happen to be the most populated days of voting that we have in early voting. I made a bunch of these promises during the campaign. ... Weve got about 60 percent done in three years.,0.5,0.5
"Says the U.S. Department of Justice has ""seen in the past"" that police department ""consent decrees don't work, that there's very little change, that oftentimes immediately after a consent decree goes into effect, crime actually goes up."". Over the past few months, we've learned that ""we just can't count on the media to debunk"" lies about health insurance reform.",0.0,1.0
"Virginia spends $400,000 on abstinence programs while losing $2.5 million in federal funds due to Gov. Bob McDonnells political agenda. I am the only U.S. Senate candidate who spoke out against bombing Syria, and who challenged Georgias governor and insurance commissioner over obstruction to the Affordable Care Act.",0.5,0.5
I was never against same-sex marriage. Polls on legalizing same-sex marriage are not dramatically changing.,0.5,0.5
Photo shows Chris Wallace and Jeffrey Epstein on Epstein's private island. Says Joe Biden owns a private island next to Jeffrey Epstein's.,0.0,1.0
"""While we are all sitting here debating, Wisconsin has kicked hundreds of thousands of people off of their voting rolls."". ""THOUSANDS of fake votes found at Wisconsin Recount in Dane County."".",0.0,1.0
The right-to-work states are creating a lot more jobs today than the heavily unionized states. Right-to-work states have higher rates of income growth.,1.0,0.0
Im self-funding my own campaign. On public financing of his campaign.,0.5,0.5
"The barber regulation here in Missouri is 10,000 words long.the book of Revelation is (also) 10,000 words long. ""When we came into office, we saw that Missouri had 113,000 regulations. That's more than 7.5 million words; it's 40 dictionaries worth of regulations."".",1.0,0.0
"$65 billion would be added to the deficit if we keep the cuts for people on the highest incomes. If you're over 65 years old in America today, you have no choice but to be in Medicare. Even if you want out of Medicare, you have to forfeit your Social Security to get out of it.",1.0,0.0
"Austin is burdened by the fastest-growing tax increases of any major city in the nation. Over the history of Austin, its always gotten more expensive.",0.0,1.0
"Measures taken by my administration have saved taxpayers $1 billion. ""The post office right now, this year, is operating with about a $12 billion surplus."".",0.5,0.5
"John McCain would ""reduce oversight of health insurance."". John McCain opposed bankruptcy protections for families ""who were only in bankruptcy because of medical expenses they couldn't pay."".",1.0,0.0
"It has been estimated that nearly 40 percent of all guns sold in America are sold by private, unlicensed sellers either online or through gun shows. Theres a loophole where you can sell guns without a background check 40 percent of guns are sold that way at gun shows and over the Internet.",0.5,0.5
Says hesecured the highest possible bond rating for the city of Tampa. Tampa is the strip club capital of the world.,0.5,0.5
The average person who gets the minimum wage in America is 35 years old. The average minimum wage worker is 35 years old.,0.0,1.0
"SaysRand Paulhas put out budgets to cut the military in half. His proposed budget would ""cut our deficit in half by the end of my first term"".",0.5,0.5
